,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID
1985,thanks kinda problem deal,0,2,negative,587,4
1986,sweetie got win guy control got kiss serious robot as,1,4,neutral,587,5
1987,okay got turn charm tomorrow wasting anymore guy,0,4,neutral,587,7
1988,well actually got little bit saved pheebs,0,3,positive,587,8
1989,apparently like million guy play mac one robot one guy control,1,6,negative,588,0
1990,know could get fired,1,6,negative,588,1
1991,okay got turn charm tomorrow wasting anymore guy,1,4,neutral,588,4
1992,well actually got little bit saved pheebs,1,3,positive,588,5
1993,think uh joey charming,0,4,neutral,588,6
1994,think uh joey charming,0,4,neutral,589,0
1995,yeah sleeping side,1,5,negative,589,1
1996,pheebs must mistaken know schedule date night plan friend,0,6,positive,592,3
1997,come joey make feel badly,1,5,negative,592,4
1998,yeah made feel really guilty goin girl,0,0,negative,592,7
1999,okay well girl night special scientist,0,0,negative,592,11
2000,well graduated high school,0,0,negative,592,13
2001,time convince four hour gon na go see,1,0,negative,592,16
2002,still doin told lobster ravioli,0,0,negative,592,21
2003,sorry late stuck work big dinosaur thing anyway,0,4,neutral,593,0
2004,hello susan good shake good shake uh waiting,0,0,negative,593,4
2005,course familiar special situation,0,4,neutral,593,7
2006,ross remember susan,0,4,neutral,594,1
2007,ross remember susan,0,4,neutral,595,0
2008,hello susan good shake good shake uh waiting,1,0,negative,595,2
2009,course familiar special situation,1,4,neutral,595,5
2010,okay great oh,1,3,positive,595,7
2011,ross open cervix,0,6,positive,595,10
2012,ross open cervix,0,6,positive,596,0
2013,yeah fine fine robbie gon na hour,0,4,neutral,597,3
2014,yeah fine fine robbie gon na hour,0,4,neutral,598,0
2015,use cup yes believe use plate yes believe,0,4,neutral,599,0
2016,oh thank ohhh thank much oh thank coming uh second,0,3,positive,599,1
2017,hold one minute,0,4,neutral,599,5
2018,come always u left field holding ball,1,3,positive,600,2
2019,know guess people care enough,0,4,neutral,600,3
2020,hey starting snow,1,5,negative,600,4
2021,bet ya ya could fit,1,4,neutral,601,2
2022,got five buck say,0,4,neutral,601,3
2023,shoot shoot shoot shoot fall good,0,3,positive,602,0
2024,oh boy suck,1,0,negative,602,3
2025,hey listen lady whoa,0,6,negative,602,4
2026,look look man ewing nice shot know could hit water standing boat,1,1,negative,602,5
2027,oh yeah like,0,4,neutral,602,6
2028,celtic ha could hit boat wait suck alright,0,1,negative,602,8
2029,oh shut know rebuilding year waah,1,0,negative,602,9
2030,wha wha aa let get father hey need father need father,0,0,negative,602,10
2031,oh oh oh sorry,0,2,negative,602,12
2032,oh uh right way pregnant woman seem goin,0,4,neutral,602,13
2033,sweetheart gim gim another chance okay start go back aruba,0,2,negative,603,0
2034,farber got bit emergency jason costalano choking retainer,1,2,negative,603,1
2035,look please please go anywhere okay,0,2,negative,603,4
2036,look please please go anywhere okay,0,2,negative,604,2
2037,see sweating walked,1,6,negative,604,6
2038,listen honey hogging ball much jump right take couple punch telling feel,1,4,neutral,604,7
2039,see sweating walked,1,6,negative,605,3
2040,listen honey hogging ball much jump right take couple punch telling feel,1,4,neutral,605,4
2041,yeah pretty sure still gon na marry,0,3,positive,605,5
2042,talking mindy guy devil satan smock,1,1,negative,605,6
2043,look know perfect truth end day still really wan na barry farber,0,4,neutral,605,7
2044,hope find way happy hope still maid honor,0,2,negative,605,9
2045,hope barry kill eat aruba,1,5,negative,605,10
2046,listen robert gon na second one tell,0,4,neutral,606,0
2047,please right every time see like lose watching,0,2,negative,606,2
2048,please right every time see like lose watching,1,2,negative,607,0
2049,tell go guy barely know talk stuff,0,0,negative,607,1
2050,tell go guy barely know talk stuff,0,0,negative,608,0
2051,right even say something complementary,1,4,neutral,608,1
2052,right even say something complementary,1,4,neutral,609,0
2053,ready gym got new rock climbing wall spot,1,4,neutral,610,2
2054,okay listen robert,0,4,neutral,610,5
2055,gave really quickly,1,4,neutral,612,0
2056,started mine first,0,0,negative,612,2
2057,build unit cinderelly lay tile cinderelly,1,0,negative,612,3
2058,oh know fault really couch usually,0,4,neutral,613,2
2059,yo spackel boy get,0,4,neutral,613,5
2060,started mine first,0,0,negative,613,7
2061,oh know fault really couch usually,0,4,neutral,614,0
2062,hey somebody wan na hand one tile,1,4,neutral,614,1
2063,come chloe finish customer first come chloe come chloe,0,3,positive,615,0
2064,chloe switch guy got crush,1,4,neutral,615,3
2065,okay hurt u,0,3,positive,615,4
2066,uh second thought copying need need little time think,1,4,neutral,616,1
2067,uh second thought copying need need little time think,1,4,neutral,617,0
2068,chloe switch guy got crush,0,4,neutral,617,1
2069,okay hurt u,0,3,positive,618,0
2070,hi guy seen since morning,1,4,neutral,618,1
2071,hey guy tomorrow night,1,4,neutral,618,3
2072,maybe scare ya,1,4,neutral,618,4
2073,relax issac philly come,1,4,neutral,618,5
2074,great ah see ya,1,3,positive,618,6
2075,hey guy tomorrow night,0,4,neutral,619,0
2076,maybe scare ya,0,4,neutral,619,2
2077,relax issac philly come,0,4,neutral,619,3
2078,great ah see ya,0,3,positive,619,5
2079,umm candle champagne yeah anniversary great,1,3,positive,620,0
2080,cause know love last forever,1,3,positive,620,1
2081,nothing like lifetime money bank rachel broke,1,5,negative,620,2
2082,oh god ross sorry,0,3,positive,620,3
2083,want talk much probably could really get free dinner tomorrow night,0,4,neutral,620,4
2084,oh yeah love,1,3,positive,620,5
2085,guess started rachel got new job,1,4,neutral,620,7
2086,could get live fantasy,0,3,positive,621,1
2087,junior high one hung ukrainian kid,1,4,neutral,621,4
2088,yeah plus mom used put sour cream everything,0,4,neutral,621,5
2089,said going two week know,1,4,neutral,621,7
2090,two sneak cockpit thing start heat stewardess come watching much porn,0,4,neutral,621,12
2091,basically easy read script try sell much toner possibly,1,4,neutral,622,0
2092,okay oh way,0,3,positive,622,1
2093,oh okay umm right hi phoebe empire office supply speak supply manager please,0,4,neutral,622,3
2094,umm okay would like talk toner need,0,4,neutral,622,5
2095,kathy kathy hi kathy kathy hear keep running chandler start chasing theme,0,3,positive,623,0
2096,oh wanted say hey,0,3,positive,623,2
2097,oh hey mon still like old blouse dress high school,1,4,neutral,624,0
2098,yeah think around somewhere,0,4,neutral,624,1
2099,well maternity clothes expensive,1,3,positive,624,2
2100,hey rach made pile stuff side room could purse,0,5,negative,624,3
2101,hey rach made pile stuff side room could purse,0,5,negative,625,0
2102,oh god job,0,6,negative,625,2
2103,stuck personal shopping,1,5,negative,625,3
2104,eye closed cross street good,0,3,positive,627,1
2105,eye closed cross street good,0,3,positive,628,0
2106,want show u see,1,4,neutral,629,1
2107,yeah catering business,0,3,positive,629,2
2108,yeah catering business,1,3,positive,630,0
2109,think know girl,0,4,neutral,630,1
2110,oh yeah definitely know,0,4,neutral,630,3
2111,think know girl,0,4,neutral,631,0
2112,right umm gon na really keep way though,1,3,positive,631,1
2113,right umm gon na really keep way though,0,3,positive,632,0
2114,gon na paint sword replace baguette,0,4,neutral,633,1
2115,know rach balded girlfriend,1,4,neutral,634,0
2116,right ross think easy see somebody else,0,0,negative,634,1
2117,hey one ended remember,1,0,negative,634,2
2118,noo nnnnn mean mean wan na get back together,1,6,positive,634,8
2119,ross still forgive sometimes feel,0,5,negative,634,12
2120,ross still forgive sometimes feel,1,5,negative,635,3
2121,noo care gon na playing strip poker practice,0,0,negative,635,5
2122,noo care gon na playing strip poker practice,0,0,negative,636,0
2123,wan na play strip poker practice,1,5,negative,636,3
2124,ross still forgive sometimes feel,1,5,negative,637,3
2125,well good night going upstairs,1,4,neutral,637,5
2126,wan na play strip poker practice,0,5,negative,637,7
2127,key stuck lock,0,4,neutral,638,1
2128,fix hold look look,1,4,neutral,638,2
2129,incredible monica chandler gettin married,1,3,positive,639,0
2130,know gon na,0,3,positive,639,1
2131,mean two best friend falling love often happen,1,3,positive,639,2
2132,oh god definitely jealous,0,4,neutral,639,6
2133,mean probably happy maybe jealous mean nothing,1,4,neutral,639,7
2134,hey uh guy scene chandler,0,4,neutral,640,1
2135,wh know stop looking ya tennille,1,4,neutral,640,2
2136,remember guy cooking school told put cilantro everything,0,4,neutral,641,0
2137,oh sure cilantro larry,1,4,neutral,641,1
2138,well gon na fill food critic chelsea reporter,0,3,positive,641,2
2139,wow monica amazing opportunity dozen people,0,3,positive,641,3
2140,could say yes catering business,1,0,negative,641,4
2141,oh one night week plus get take,0,4,neutral,641,5
2142,oh case yay hopping board,1,3,positive,641,6
2143,well gon na fill food critic chelsea reporter,1,3,positive,642,0
2144,wow monica amazing opportunity dozen people,1,3,positive,642,1
2145,oh one night week plus get take,1,4,neutral,642,2
2146,oh case yay hopping board,1,3,positive,643,1
2147,well gon na fill food critic chelsea reporter,1,3,positive,644,0
2148,wow monica amazing opportunity dozen people,1,3,positive,644,1
2149,hey guy hey ross quick question ya ready party,0,3,positive,644,3
2150,know stand room thought try apologize phone,0,5,negative,645,2
2151,look never kissed girlfriend,0,2,negative,645,4
2152,hey hey hey wxrk daily challenge,1,3,positive,646,1
2153,name roommate sorry would anything,1,4,neutral,646,3
2154,joseph francis tribbiani home yet,0,4,neutral,647,0
2155,umm think still wrong,1,3,positive,647,1
2156,well tell rachel karen green plan joey tonight left note,0,4,neutral,647,2
2157,pheebs make got date talk later big daddy big daddy,1,0,negative,647,3
2158,oh nickname trying,0,4,neutral,647,4
2159,make plan expect show,0,0,negative,647,6
2160,okay way kill time til meet someone better,0,0,negative,647,7
2161,know boyfriend girlfriend come go life,0,0,negative,647,8
2162,oh nickname trying,0,4,neutral,648,0
2163,hey know nickname never caught,1,3,positive,648,1
2164,phoebe right rule,1,4,neutral,648,2
2165,make plan expect show,0,0,negative,648,4
2166,okay way kill time til meet someone better,0,0,negative,648,5
2167,know boyfriend girlfriend come go life,0,0,negative,648,6
2168,hey know nickname never caught,1,3,positive,649,0
2169,hey cancel plan friend possibility sex,0,0,negative,649,2
2170,phoebe right rule,1,4,neutral,649,3
2171,oh joseph francis,1,3,positive,650,1
2172,middle naming left note,0,6,negative,650,2
2173,give right ditch,1,0,negative,650,3
2174,hey cancel plan friend possibility sex,0,0,negative,650,4
2175,make plan expect show,1,0,negative,650,6
2176,okay way kill time til meet someone better,1,0,negative,650,7
2177,know boyfriend girlfriend come go life,1,0,negative,650,8
2178,light uh romantic light,1,4,neutral,653,0
2179,ah thing wanted talk,1,4,neutral,653,2
2180,oh right completely forgot,0,4,neutral,653,3
2181,well ah lot thinking look life,1,4,neutral,653,4
2182,feel like conquered business world feel like conquered intellectual world beautiful woman world,1,0,negative,653,6
2183,one thing missing,1,5,negative,653,8
2184,time conquer physical world,1,4,neutral,653,10
2185,monica want become ultimate fighting champion,1,4,neutral,653,12
2186,want become ultimate fighting champion intense physical competition world banned state,1,3,positive,653,14
2187,okay trainer ho chi teaching combination gee koon doe brazilian street fighting even octagon training ring designed,1,4,neutral,653,16
2188,suppose used ring designer,0,3,positive,653,17
2189,monica want front row win,1,3,positive,653,19
2190,want close enough smell blood,1,3,positive,653,20
2191,yeah come eat whatever want roger got beeped,1,4,neutral,654,1
2192,yeah know guess beeped,0,4,neutral,654,2
2193,talking roger killing,0,5,negative,654,8
2194,look thing like last night happen,0,4,neutral,654,9
2195,two woman morning know lying wait go hang friend always know friend,0,4,neutral,654,11
2196,know probably want go know make many joke never serious relationship guess technically,0,5,negative,654,13
2197,hey pick left,1,3,positive,655,2
2198,know still pretty tired afternoon,0,4,neutral,655,3
2199,well sex sex someone looked awful lot like,0,4,neutral,655,9
2200,ew ew ew ew ew ew,1,1,negative,655,10
2201,oh oh oh oh,0,1,negative,655,11
2202,oh god stu believe absolutely sure hooker,0,1,negative,656,0
2203,either best expensive date ever,1,6,negative,656,1
2204,oh monica joked go guy like chandler,0,4,neutral,658,1
2205,let go really know happened either,0,4,neutral,658,2
2206,ross new girlfriend bonnie show rachel convinced save head,0,4,neutral,658,3
2207,ross rachel kiss ross choose rachel bald girl know happened either,0,4,neutral,658,4
2208,hold let go get chandler,0,4,neutral,658,5
2209,oh monica joked go guy like chandler,1,4,neutral,659,0
2210,let go really know happened either,1,4,neutral,659,2
2211,ross new girlfriend bonnie show rachel convinced save head,1,4,neutral,659,3
2212,ross rachel kiss ross choose rachel bald girl know happened either,1,4,neutral,659,4
2213,hold let go get chandler,1,4,neutral,659,5
2214,well yeah lied,0,5,negative,660,0
2215,know really feel,0,4,neutral,660,2
2216,risky little game,1,6,negative,660,3
2217,yeah gon na baby gon na baby gon na baby,1,3,positive,660,4
2218,ah still time,1,4,neutral,660,6
2219,risky little game,1,6,negative,661,2
2220,really gon na,0,2,negative,661,3
2221,yeah gon na baby gon na baby gon na baby,1,3,positive,661,4
2222,know really feel,1,4,neutral,662,1
2223,said boring ohh,0,0,negative,663,0
2224,oh god remember playing chess,0,6,positive,663,2
2225,yes remember time frozen lake,0,4,neutral,663,5
2226,playing chess said boring took energy mask cameron diaz,0,0,negative,663,6
2227,going spend one day someone whose sabotage every move,0,0,negative,664,1
2228,throw say gay,0,0,negative,664,4
2229,going spend one day someone whose sabotage every move,0,0,negative,665,1
2230,throw say gay,0,0,negative,665,3
2231,take care jill,1,4,neutral,665,4
2232,okay see ya,0,3,positive,665,5
2233,going spend one day someone whose sabotage every move,0,0,negative,666,1
2234,okay see ya,0,3,positive,666,3
2235,believe jill gone help opened gate,0,5,negative,667,1
2236,look ridiculous packing,1,0,negative,668,1
2237,great monica moving,1,3,positive,668,2
2238,oh really come stuff box,1,6,negative,668,4
2239,look ridiculous packing,1,0,negative,669,0
2240,great monica moving,1,3,positive,669,2
2241,oh really come stuff box,1,6,negative,669,3
2242,okay guy guy think know going okay guy,0,4,neutral,669,4
2243,okay guy guy think know going okay guy,1,4,neutral,670,0
2244,oh great wow yeah comfortable,0,3,positive,671,2
2245,right talking london much,0,4,neutral,672,1
2246,cause ever get pregnant stuff bum,1,5,negative,672,4
2247,cause ever get pregnant stuff bum,1,5,negative,673,2
2248,well little little got date tomorrow night,1,4,neutral,675,1
2249,see tell getting ross already,0,3,positive,675,2
2250,see tell getting ross already,1,3,positive,676,0
2251,see fast song coming,1,6,negative,677,0
2252,try talk get room soak foot okay,0,4,neutral,677,3
2253,one danced kid night,1,6,negative,677,9
2254,one danced kid night,1,6,negative,678,5
2255,try talk get room soak foot okay,0,4,neutral,679,2
2256,mean genuinely nice guy,1,0,negative,679,5
2257,tell feel like holding fort,0,4,neutral,679,6
2258,uhh mind sitting saving friend ross,0,4,neutral,680,0
2259,doctor wow know nickname,0,6,positive,680,2
2260,people white coat sit people blue blazer sit,1,4,neutral,680,4
2261,yeah must fallen block back figured hit dog,1,3,positive,681,0
2262,listen uh could put kathy wan na apologize,1,5,negative,681,2
2263,oh yeah man joey,0,4,neutral,681,3
2264,oh yeah man joey,0,4,neutral,682,0
2265,oh fine worry,1,4,neutral,682,2
2266,stop apologizing okay,1,4,neutral,682,3
2267,uh probably go,1,4,neutral,682,5
2268,yeah yes yeah,0,4,neutral,682,6
2269,really forget purse,1,4,neutral,682,9
2270,new place new ross gon na guy work furnished,1,4,neutral,683,0
2271,must say nice see back foot,0,3,positive,683,1
2272,well whole rage thing definitely behind,1,4,neutral,683,2
2273,wonder time rejoin team museum,0,4,neutral,683,3
2274,many sold far,0,4,neutral,684,2
2275,check five hundred seventeen box,1,6,positive,684,3
2276,okay night leaving museum laser floyd letting planetarium without even trying sold box,1,3,positive,684,5
2277,occurred key success ah started hitting nyu dorm around midnight,1,3,positive,684,6
2278,selling cooky case,1,3,positive,684,7
2279,well hey resume ya,1,6,positive,684,9
2280,ross another box mint treasure okay mint treasure,1,4,neutral,685,1
2281,big deal right cool,1,2,negative,685,5
2282,got ta help couple box,1,5,negative,685,6
2283,many sold far,0,4,neutral,685,8
2284,ross another box mint treasure okay mint treasure,0,4,neutral,686,0
2285,big deal right cool,0,2,negative,686,5
2286,got ta help couple box,0,5,negative,686,6
2287,mon look cookie neck,1,1,negative,686,7
2288,okay night leaving museum laser floyd letting planetarium without even trying sold box,1,3,positive,686,9
2289,occurred key success ah started hitting nyu dorm around midnight,1,3,positive,686,10
2290,selling cooky case,1,3,positive,686,11
2291,okay night leaving museum laser floyd letting planetarium without even trying sold box,1,3,positive,687,0
2292,occurred key success ah started hitting nyu dorm around midnight,1,3,positive,687,1
2293,selling cooky case,1,3,positive,687,2
2294,okay stop need envelope stuffer need stamp lickers,0,4,neutral,687,4
2295,well hey resume ya,1,6,positive,687,5
2296,hey soap shampoo really taking stuff,0,6,negative,688,1
2297,built price room,1,4,neutral,688,2
2298,score disposable camera,0,3,positive,688,5
2299,camera remember last night told take,0,6,negative,688,7
2300,yes remember right cut cake went said,0,6,negative,688,9
2301,yeah came asked could favor uncle murray came handed check,1,4,neutral,688,10
2302,said call check,1,4,neutral,688,11
2303,gone monica gon na freak,0,6,negative,688,16
2304,well sure still somewhere hotel help look,1,4,neutral,688,17
2305,uhh rachel parent,0,4,neutral,689,0
2306,ohh nice meet hello,1,3,positive,689,1
2307,see see okay work fashion see real dress actually,1,4,neutral,689,4
2308,wearing milan part job wear clothes see people respond report back superior,1,4,neutral,689,5
2309,ohh nice meet hello,1,3,positive,690,0
2310,hello well joshua grocery,0,4,neutral,690,1
2311,see see okay work fashion see real dress actually,1,4,neutral,690,4
2312,wearing milan part job wear clothes see people respond report back superior,1,4,neutral,690,5
2313,kid eaten yet,1,4,neutral,691,1
2314,see see okay work fashion see real dress actually,1,4,neutral,692,2
2315,wearing milan part job wear clothes see people respond report back superior,1,4,neutral,692,3
2316,kid eaten yet,0,4,neutral,692,4
2317,well going mean umm next,1,4,neutral,692,5
2318,well starving go get something eat,0,4,neutral,692,6
2319,oh yeah yeah use wasting baby lyin around house,1,4,neutral,692,7
2320,wear eating course wearing,0,4,neutral,692,10
2321,well guess thought wife kid talked back chef geller,0,4,neutral,693,0
2322,lean lean lean,0,3,positive,693,3
2323,wait minute believe entitled use angel pas free turn,1,3,positive,694,2
2324,game make sense,0,0,negative,694,3
2325,know upset losing,1,3,positive,694,4
2326,oh come ross think loser,0,4,neutral,694,5
2327,game kinda fun,0,3,positive,694,7
2328,think little crazy get point cause,1,4,neutral,694,8
2329,think contestant supposed speak,0,4,neutral,694,9
2330,possible really sharp edge,1,4,neutral,695,2
2331,wait minute believe entitled use angel pas free turn,1,3,positive,695,4
2332,okay picked gimmie card get ross point,0,3,positive,695,5
2333,oh come ross think loser,0,4,neutral,696,0
2334,right chandler either spin wheel pick google card,1,4,neutral,696,1
2335,let think let think oh care,0,0,negative,696,2
2336,must choose bing,1,4,neutral,696,3
2337,either make difference,0,4,neutral,696,4
2338,okay picked gimmie card get ross point,1,3,positive,696,7
2339,oh waving lady,0,4,neutral,697,3
2340,get man flirt back mix,1,3,positive,697,5
2341,let see third floor,0,4,neutral,697,12
2342,wow pretty huh,1,6,positive,697,13
2343,tell huh oh monica ewwuck,0,1,negative,697,14
2344,oh honey sorry right feel great,1,3,positive,698,2
2345,see care people staring second cause gone,0,4,neutral,698,3
2346,gone mean amazing pheebs feel free graceful hey look horse sorry,1,3,positive,698,4
2347,oh come guy like moved europe moved across hall,0,3,positive,699,0
2348,ahh dressed yet,1,6,negative,699,1
2349,supposed meet parent minute,1,4,neutral,699,3
2350,yeah okay talking guy look mean okay come visit,0,4,neutral,699,4
2351,oh right allergy hate,0,4,neutral,699,6
2352,oh go get,0,4,neutral,700,1
2353,nope boyfriend hey pheebs go,0,4,neutral,700,3
2354,found dried seashore,0,4,neutral,700,4
2355,nope boyfriend hey pheebs go,0,4,neutral,701,0
2356,well umm mom friend phoebe actually birth mom,1,5,negative,701,1
2357,found dried seashore,0,4,neutral,701,2
2358,wan na need alone,1,5,negative,701,3
2359,oh new mom big fat abandoner,1,5,negative,702,1
2360,wan na need alone,1,5,negative,702,2
2361,oh new mom big fat abandoner,1,5,negative,703,0
2362,whoa wait pheebs wait second wan na stay talk,0,6,positive,703,1
2363,wan na need alone,1,5,negative,703,2
2364,open open open,0,3,positive,704,0
2365,never got hear wedding,0,3,positive,705,1
2366,parent friend small wedding,1,4,neutral,705,2
2367,guy wan na come eat dinner restaurant sometime next week,0,4,neutral,706,2
2368,well ca give massage licence revoked,1,5,negative,706,5
2369,well ca give massage licence revoked,0,5,negative,707,4
2370,well accident know lot oil sometimes hand slip,0,4,neutral,707,6
2371,guy wan na come eat dinner restaurant sometime next week,0,4,neutral,708,1
2372,well accident know lot oil sometimes hand slip,1,4,neutral,709,0
2373,got surprise pack bag,0,3,positive,709,1
2374,oh guy supposed get divorced year,1,6,negative,709,2
2375,mean feel really good hundred percent cotton,0,3,positive,710,2
2376,yeah got sale,1,3,positive,710,3
2377,anyway go one lifeguard dismantle nuclear device,0,4,neutral,710,4
2378,well wan na get drink later,1,4,neutral,710,5
2379,oh yeah sound great oh listen gon na,0,4,neutral,710,6
2380,come explain geller first get rachel pregnant,0,0,negative,711,0
2381,got rachel pregnant,1,6,negative,711,1
2382,well spend time tramp,0,0,negative,711,2
2383,got rachel pregnant,0,6,negative,712,0
2384,sir umm mean lot mean care love rachel,1,2,negative,712,2
2385,oh way mean love love like like friend,1,3,positive,712,4
2386,hey offered marry,1,0,negative,712,5
2387,sorry green mona mona green,1,3,positive,712,9
2388,yes yes yes one night thing meant nothing,1,2,negative,713,2
2389,oh really daughter mean nothing,0,0,negative,713,3
2390,sir umm mean lot mean care love rachel,1,2,negative,713,4
2391,oh way mean love love like like friend,1,3,positive,713,5
2392,oh really treat friend get trouble refuse marry,0,0,negative,713,6
2393,hey offered marry,1,0,negative,713,7
2394,well spend time tramp,0,0,negative,713,9
2395,bijan men bijan men bijan men,1,4,neutral,714,0
2396,hey joey hear new guy,0,4,neutral,714,1
2397,okay heckle try keep,0,4,neutral,715,1
2398,thank going rejoin dinner party,1,4,neutral,715,2
2399,thank going rejoin dinner party,0,4,neutral,716,0
2400,okay janice janice got ta give janice picky,0,4,neutral,717,1
2401,okay janice janice got ta give janice picky,0,4,neutral,718,0
2402,miss janice though hello chandler bing,0,4,neutral,719,1
2403,miss janice though hello chandler bing,0,4,neutral,720,0
2404,oh chandler faster,0,3,positive,721,1
2405,oh chandler faster,0,3,positive,722,0
2406,stop broom making noise,1,4,neutral,722,1
2407,stop broom making noise,0,4,neutral,723,0
2408,musta sweeping found broom hand,0,4,neutral,724,1
2409,musta sweeping found broom hand,1,4,neutral,725,0
2410,know sweeping yesterday coulda,1,4,neutral,725,2
2411,know sweeping yesterday coulda,0,4,neutral,726,0
2412,sure coulda never know,1,4,neutral,726,1
2413,oh needed time grieve,0,4,neutral,728,1
2414,oh needed time grieve,1,4,neutral,729,0
2415,hey look making jam since morning,0,5,negative,730,0
2416,get fruit four morning,1,6,positive,730,1
2417,went dock bet ya know could get wholesale,0,4,neutral,730,2
2418,going business people,0,4,neutral,730,3
2419,sick tired depressed richard,0,4,neutral,730,4
2420,needed plan plan get man,0,0,negative,730,5
2421,went dock bet ya know could get wholesale,0,4,neutral,731,0
2422,going business people,0,4,neutral,731,2
2423,sick tired depressed richard,0,4,neutral,731,3
2424,needed plan plan get man,0,0,negative,731,4
2425,got ta wear thing couple week,0,3,positive,732,2
2426,tell doctor jumping bed,1,4,neutral,732,3
2427,nooo story worked chandler sold,0,5,negative,732,4
2428,monica making jam,1,4,neutral,732,6
2429,whoa jam love jam hey come never jam place,0,3,positive,732,7
2430,nooo story worked chandler sold,1,5,negative,733,2
2431,well sorry joe think doctor gon na buy fell socket,0,0,negative,733,3
2432,whoa jam love jam hey come never jam place,1,3,positive,733,5
2433,kid need new shoe,0,4,neutral,733,6
2434,got ta wear thing couple week,0,3,positive,735,1
2435,kid need new shoe,0,4,neutral,736,0
2436,going business people,1,4,neutral,736,1
2437,sick tired depressed richard,1,4,neutral,736,2
2438,needed plan plan get man,1,0,negative,736,3
2439,going business people,1,4,neutral,737,0
2440,sick tired depressed richard,1,4,neutral,737,1
2441,needed plan plan get man,1,0,negative,737,2
2442,think still mad u,1,6,negative,738,0
2443,well probably mad called morning borrow goggles,0,4,neutral,738,1
2444,well probably mad called morning borrow goggles,0,4,neutral,739,0
2445,go pheebs else want one special homemade brownie,1,4,neutral,740,0
2446,okay gon na one,0,4,neutral,740,2
2447,weird every time go dentist look hygienist blouse,0,3,positive,740,3
2448,okay gon na one,0,4,neutral,741,1
2449,thanks good one see,1,2,negative,741,4
2450,see problem invisible dentist,0,4,neutral,741,5
2451,every time go dentist somebody dy,1,0,negative,741,6
2452,weird every time go dentist look hygienist blouse,0,3,positive,741,7
2453,take good care teeth oral hygiene floss save life,1,4,neutral,741,9
2454,okay gon na one,0,4,neutral,742,1
2455,matter need dentist got good one,1,4,neutral,742,3
2456,see problem invisible dentist,0,4,neutral,742,4
2457,pheebs come kill anybody people happened die went dentist,1,4,neutral,742,6
2458,matter need dentist got good one,1,4,neutral,743,0
2459,thanks good one see,0,2,negative,743,1
2460,every time go dentist somebody dy,0,0,negative,743,3
2461,take good care teeth oral hygiene floss save life,0,4,neutral,743,5
2462,pheebs come kill anybody people happened die went dentist,1,4,neutral,743,6
2463,well tell oh dead,0,5,negative,743,8
2464,yeah yeah first aunt mary umm john mailman cowboy friend albino bob,0,4,neutral,744,1
2465,people actually died,1,6,negative,744,2
2466,take good care teeth oral hygiene floss save life,0,4,neutral,744,4
2467,dreadful felt terrible acted said wonderful thing,0,5,negative,745,2
2468,right umm glad called,1,3,positive,745,3
2469,ross umm something got tell someone else,0,3,positive,745,4
2470,mean thing england america,1,5,negative,745,5
2471,know gon na able enjoy,0,5,negative,746,0
2472,yeah know birthday,1,5,negative,746,1
2473,yeah know birthday,1,5,negative,747,0
2474,well maybe know maybe stay one song,1,4,neutral,747,2
2475,yeah mean would rude u leave,0,4,neutral,747,3
2476,yeah mean would rude u leave,0,4,neutral,748,0
2477,know guy probably great time,1,4,neutral,748,1
2478,okay got three five,1,4,neutral,749,0
2479,celebrity allowed sleep,1,4,neutral,749,2
2480,oh god giving lot thought,0,6,negative,749,3
2481,yeah hard okay two spot left,1,4,neutral,749,4
2482,yeah hard okay two spot left,1,4,neutral,750,0
2483,right got narrowed,0,4,neutral,750,1
2484,okay elizabeth hurely,1,3,positive,750,2
2485,eh political probably let unless donated four can food first,0,1,negative,750,5
2486,hot sexy ah international never gon na around,0,3,positive,750,7
2487,hot sexy ah international never gon na around,0,3,positive,751,0
2488,got ta play odds pick somebody gon na country like time,0,4,neutral,751,2
2489,yeah cause get isabella rosselini geography,1,4,neutral,751,3
2490,oh five ross five woman five baby baby want come,0,5,negative,752,0
2491,think made nice home last nine month want leave,1,4,neutral,752,2
2492,oh look making crap oh god,0,5,negative,752,3
2493,oh look making crap oh god,1,5,negative,753,0
2494,doctor got ta something think got ta give drug got ta light fire smoke,1,5,negative,753,2
2495,actually think ready go delivery room,0,4,neutral,753,3
2496,ten centimeter become mom,0,4,neutral,753,5
2497,god okay beat ya sucker,1,6,positive,753,6
2498,honey worry going find ok,1,4,neutral,754,1
2499,may see boarding pas,0,4,neutral,755,1
2500,oh one need talk friend,1,4,neutral,755,2
2501,oh oooh sorry allowed jetway unless boarding pas,0,4,neutral,755,3
2502,right got blue jacket,1,5,negative,755,5
2503,ok alright ok um could please uh give message please,1,4,neutral,755,7
2504,sir sir excuse sir uh message,0,4,neutral,755,10
2505,sir sir excuse sir uh message,0,4,neutral,756,0
2506,rachel said loved present see get back,0,4,neutral,756,2
2507,toby oh god sake know talking,1,6,negative,756,3
2508,know mean like different,0,4,neutral,757,1
2509,like bing bing bing,0,0,negative,757,2
2510,like boom boom boom,0,4,neutral,757,3
2511,oh god sorry ok,0,0,negative,757,5
2512,ow um lens lens right back,1,5,negative,757,6
2513,hit eye hit eye worst history world,0,5,negative,757,7
2514,know mean like different,0,4,neutral,758,1
2515,like bing bing bing,0,0,negative,758,2
2516,like boom boom boom,0,4,neutral,758,3
