,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID
1789,i i nothing goofin,Chandler,4,neutral,532,4
1790,umm actually i i i going out hey if goofing maybe i,Monica,4,neutral,532,5
1791,fine maybe i will,Chandler,3,positive,532,6
1792,large throw away,Dr. Leedbetter,2,negative,533,0
1793,threw sandwich away,Ross,2,negative,533,1
1794,s matter pheebs,Joey,4,neutral,534,0
1795,cancelled namesake cancelled,Phoebe,0,negative,534,1
1796,yeah clamed out town suddenly,Phoebe,5,negative,534,3
1797,s avoiding doesn t father,Phoebe,5,negative,534,4
1798,know won t,Phoebe,5,negative,534,5
1799,yeah clamed out town suddenly,Phoebe,5,negative,535,0
1800,s avoiding doesn t father,Phoebe,5,negative,535,1
1801,know won t,Phoebe,5,negative,535,2
1802,aww pheebs suck,Rachel,5,negative,535,3
1803,yeah don t aww pheebs suck,Phoebe,5,negative,535,4
1804,yeah clamed out town suddenly,Phoebe,5,negative,536,0
1805,s avoiding doesn t father,Phoebe,5,negative,536,1
1806,know won t,Phoebe,5,negative,536,2
1807,yeah don t aww pheebs suck,Phoebe,5,negative,536,3
1808,s out town s got ta something house tell father,Phoebe,4,neutral,536,5
1809,yeah clamed out town suddenly,Phoebe,5,negative,537,0
1810,s avoiding doesn t father,Phoebe,5,negative,537,1
1811,know won t,Phoebe,5,negative,537,2
1812,s out town s got ta something house tell father,Phoebe,4,neutral,537,3
1813,pheebs people breaking entering,Ross,2,negative,537,4
1814,i knew wow,Phoebe Sr.,6,positive,538,1
1815,wait puppy cute ugly,Phoebe,4,neutral,538,2
1816,umm i m mad,Phoebe,0,negative,538,4
1817,i i m mad,Phoebe Sr.,0,negative,538,5
1818,umm wan na something eat i m kinda hungry,Phoebe,4,neutral,538,6
1819,right re freak out,Phoebe,5,negative,538,8
1820,fast wound exposed,Phoebe,4,neutral,539,2
1821,janice hi janice ok i should out anymore janice,Chandler,5,negative,539,3
1822,janice hi janice ok i should out anymore janice,Chandler,5,negative,540,0
1823,god guy counter totally checking out,Phoebe,6,positive,541,0
1824,god s cute,Monica,6,positive,541,1
1825,phoebe i m engaged,Monica,6,positive,541,3
1826,i m saying number case,Phoebe,4,neutral,541,4
1827,chandler accident can t perform sexually would lover satisfy need can longer fulfill,Phoebe,4,neutral,541,5
1828,op can i something flattered umm i m engaged,Monica,3,positive,541,6
1829,chandler i sensed,Ross,4,neutral,542,1
1830,unagi i m aware,Ross,4,neutral,542,3
1831,okay aware unagi eel,Chandler,3,positive,542,4
1832,i can t figure out monica,Chandler,4,neutral,542,6
1833,don t one little joke,Ross,0,negative,542,7
1834,i m going crazy okay thing look homemade,Chandler,2,negative,542,8
1835,s exact replica apollo,Ross,4,neutral,542,11
1836,i made sixth grade,Ross,4,neutral,542,12
1837,yeah i guess i could i could say sends moon,Chandler,4,neutral,542,13
1838,apollo didn t actually land moon,Ross,4,neutral,542,14
1839,could umm let orbit moon twice return safely,Ross,3,positive,542,15
1840,wait minute i can t,Chandler,4,neutral,542,16
1841,because say captain ross side i hate monica bottom,Chandler,4,neutral,542,18
1842,i can clark stood,Janice,0,negative,543,0
1843,stupid s three hour,Janice,0,negative,543,2
1844,i should happier thing okay umm don t lovely wedding,Janice,5,negative,543,4
1845,s actually going family,Monica,4,neutral,544,0
1846,two family i something honest sing,Janice,6,negative,544,1
1847,hey ross i brought reinforcement,Rachel,3,positive,545,1
1848,great brought joey,Ross,3,positive,545,2
1849,i brought next best thing,Rachel,4,neutral,545,3
1850,whoa katie i got ta ya one who,Rachel,6,positive,546,0
1851,ohh joey nicest friend,Katie,3,positive,546,1
1852,ohh nicest girlfriend,Rachel,3,positive,546,2
1853,oww joey kicked,Katie,6,negative,546,5
1854,oww joey kicked,Katie,6,negative,547,0
1855,gon na something,Katie,4,neutral,547,2
1856,better something i gon na out door right gon na,Katie,0,negative,547,4
1857,could pick hitchhiker could rape rapist killer something,Phoebe,2,negative,548,0
1858,don t i asked got,Joey,6,negative,548,1
1859,y i m talking back sleep rapist,Phoebe,0,negative,548,2
1860,ooh i ll i ll,Joey,3,positive,548,4
1861,y i m talking back sleep rapist,Phoebe,0,negative,549,0
1862,yeah y license plate game,Hitchhiker,4,neutral,549,3
1863,pheebs can pick out engagement ring monica,Chandler,4,neutral,550,0
1864,i can t figure out,Chandler,0,negative,550,1
1865,should i tiffany princess,Chandler,5,negative,550,3
1866,told anyone else,Phoebe,4,neutral,550,5
1867,i don t anybody else because i don t monica out,Chandler,4,neutral,550,6
1868,s because i trust re one best friend walked i looking ring brochure,Chandler,0,negative,550,8
1869,yeah again knocking pay off i wish hadn t toilet,Phoebe,6,positive,550,9
1870,hey chandler wan na coffeehouse,Phoebe,3,positive,550,12
1871,pheebs can pick out engagement ring monica,Chandler,4,neutral,551,0
1872,i can t figure out,Chandler,0,negative,551,1
1873,should i tiffany princess,Chandler,5,negative,551,3
1874,pheebs can pick out engagement ring monica,Chandler,4,neutral,552,0
1875,i can t figure out,Chandler,0,negative,552,1
1876,should i tiffany princess,Chandler,5,negative,552,3
1877,perfect gon na if wanted,Ross,4,neutral,552,6
1878,don t because,Chandler,4,neutral,552,7
1879,i m sorry wan na bite,Joey,6,positive,553,1
1880,stripper stole ring stripper stole ring chandler chandler stripper stole ring,Joey,6,negative,554,0
1881,sec minute wake,Chandler,4,neutral,554,4
1882,re worst best man,Chandler,0,negative,554,6
1883,dude isn t funny,Joey,0,negative,554,7
1884,i gon na,Joey,2,negative,554,8
1885,i bed last night everything s cool,Joey,3,positive,554,9
1886,i wake morning stripper s gone ring gone,Joey,2,negative,554,10
1887,i if paste match pant can pair paste pant wo difference,Joey,0,negative,555,1
1888,dude i gon na,Ross,2,negative,555,2
1889,rachel good luck man work out,Joey,0,negative,555,3
1890,i if paste match pant can pair paste pant wo difference,Joey,0,negative,556,0
1891,rachel good luck man work out,Joey,0,negative,556,2
1892,joey i problem,Rachel,2,negative,556,3
1893,timing could better i putting out fire place,Joey,4,neutral,556,4
1894,okay okay okay joey i,Rachel,4,neutral,556,5
1895,god huge promise can anyone,Rachel,6,positive,556,7
1896,yes yes yes unbelievable,Rachel,0,negative,556,9
1897,i care rach i tired guy who know secret ca anyone,Joey,1,negative,556,10
1898,i i i ca one i pick phone,Rachel,2,negative,556,13
1899,dude i gon na,Ross,2,negative,557,1
1900,yay s piece doesn t floor,Rachel,3,positive,558,0
1901,uhh i don t crazy diet y everything moderation,Joey,4,neutral,559,0
1902,i ll kid,Joey,4,neutral,559,1
1903,i i wanted year ago killed off happened,The Interviewer,4,neutral,559,2
1904,stupid i said stuff interview i shouldn t said,Joey,0,negative,559,3
1905,s gon na today,Joey,4,neutral,559,4
1906,understood d say back,The Interviewer,4,neutral,559,5
1907,i said i,Joey,4,neutral,559,6
1908,y i worried would maybe unbearable living situation,Phoebe,4,neutral,560,3
1909,right okay apparently,Phoebe,5,negative,560,4
1910,y i worried would maybe unbearable living situation,Phoebe,4,neutral,561,2
1911,right okay apparently,Phoebe,5,negative,561,3
1912,pheebs check out already learned song ready one two three four,Joey,4,neutral,561,5
1913,treeger made cry,Joey,6,negative,562,0
1914,yes said thing partly true,Rachel,5,negative,562,1
1915,i m gon na down teach guy lesson,Joey,0,negative,562,2
1916,s easy say weren t almost killed,Rachel,0,negative,562,3
1917,right s school session,Joey,4,neutral,562,4
1918,i m gon na down teach guy lesson,Joey,0,negative,563,0
1919,joey please don t i s best forget,Monica,2,negative,563,1
1920,right s school session,Joey,4,neutral,563,2
1921,god gym card,Monica,6,positive,563,3
1922,joey please don t i s best forget,Monica,2,negative,564,0
1923,s easy say weren t almost killed,Rachel,0,negative,564,1
1924,god gym card,Monica,6,positive,565,0
1925,yeah gym member i four time week i ve missed last time,Chandler,4,neutral,565,1
1926,yeah gym member i four time week i ve missed last time,Chandler,4,neutral,566,0
1927,don t quit,Ross,4,neutral,566,1
1928,don t i ve tried i,Chandler,3,positive,566,2
1929,maria can t say s lycra spandex covered,Chandler,3,positive,566,4
1930,re strong enough face,Ross,4,neutral,566,7
1931,pheebs i don t anyone mad,Rachel,4,neutral,567,0
1932,exactly because past,Phoebe,0,negative,567,1
1933,exactly because past,Phoebe,0,negative,568,0
1934,anybody gon na eat,Joey,4,neutral,568,1
1935,listen re wearing pant lean forward i check out underwear,Joey,4,neutral,569,2
1936,jake i saw wearing woman s underwear,Joey,6,negative,569,4
1937,wait s weird,Joey,1,negative,569,6
1938,s goofing i dared,Phoebe,4,neutral,569,7
1939,i m wearing brief right,Phoebe,4,neutral,569,9
1940,i little flap great holding lipstick,Phoebe,3,positive,570,0
1941,yeah i wouldn t,Joey,4,neutral,570,1
1942,y jake say woman s underwear actually comfortable love way silk feel skin,Phoebe,3,positive,570,2
1943,yeah next thing ll telling high heel good posture,Joey,1,negative,571,0
1944,nothing wrong jake okay man i m thinking than,Phoebe,4,neutral,571,1
1945,yeah looked real lumberjack pink lacys,Joey,1,negative,571,2
1946,i m saying man completely secure masculinity could woman s underwear,Phoebe,4,neutral,571,3
1947,i don t could,Phoebe,4,neutral,571,4
1948,i don t cowboy theme,Phoebe,4,neutral,572,2
1949,course joey ring s beautiful i,Rachel,3,positive,573,1
1950,yeah rach s something i got ta ya,Joey,4,neutral,573,2
1951,okay sweetie can mouth,Rachel,4,neutral,573,5
1952,i m sorry honey saying,Rachel,4,neutral,573,7
1953,nipple big mouth,Rachel,4,neutral,573,9
1954,doesn t scared,Rachel,4,neutral,573,11
1955,y i don t,Joey,4,neutral,573,12
1956,hey ready nursing again,Nurse,4,neutral,574,1
1957,yeah hi emma hey won t breast,Rachel,4,neutral,574,2
1958,s right honey take baby while don t worry ll,Nurse,4,neutral,574,3
1959,nipple big mouth,Rachel,4,neutral,574,4
1960,doesn t scared,Rachel,4,neutral,574,6
1961,s right honey take baby while don t worry ll,Nurse,4,neutral,575,0
1962,can nipple shirt,Chandler,4,neutral,576,0
1963,worry i sure,Rachel,4,neutral,576,1
1964,worry i sure,Rachel,4,neutral,577,0
1965,i appointment robert pillman career counselor i added,Chandler,4,neutral,578,1
1966,actually tomorrow night kinda depends tonight go,Joey,4,neutral,579,0
1967,reason goin out because i said i could friend friend,Joey,4,neutral,579,3
1968,yes i friend sound,Chandler,0,negative,579,4
1969,i man needy vulnerable,Joey,4,neutral,579,6
1970,out woman since janice,Joey,4,neutral,579,9
1971,reason goin out because i said i could friend friend,Joey,4,neutral,580,1
1972,i man needy vulnerable,Joey,4,neutral,580,3
1973,out woman since janice,Joey,4,neutral,580,6
1974,hi said yes,Ross,4,neutral,580,8
1975,hi said yes,Ross,4,neutral,581,0
1976,yes way man got egg huh,Chandler,3,positive,581,1
1977,ve sung happy birthday different woman today,Gunther,6,negative,582,3
1978,longer authorized distribute birthday muffin,Gunther,4,neutral,582,5
1979,i s cute would thought going out,Ross,4,neutral,583,4
1980,i say bigger person than i,Ross,4,neutral,583,5
1981,i ve i y i wish i brother reciprocate,Ross,4,neutral,583,6
1982,hey if out monica blessing,Ross,4,neutral,583,7
1983,i s cute would thought going out,Ross,4,neutral,584,6
1984,yeah said okay i figured,Ross,3,positive,584,8
1985,i say bigger person than i,Ross,4,neutral,584,10
1986,i ve i y i wish i brother reciprocate,Ross,4,neutral,584,11
1987,hey if out monica blessing,Ross,4,neutral,584,12
1988,i can t hang please,Phoebe,2,negative,585,0
1989,one thing today i guess i could push back,Earl,4,neutral,585,1
1990,s i working ten year meaningless job nobody know i exist,Earl,5,negative,585,3
1991,m sure people exist,Phoebe,5,negative,586,0
1992,apparently s million guy out can mac s one robot one guy who control,Joey,6,negative,587,0
1993,i didn t could fired,Joey,6,negative,587,1
1994,y joey re pretty charming guy,Monica,4,neutral,587,3
1995,thanks i kinda problem deal,Joey,2,negative,587,4
1996,sweetie ve got guy control ve got kiss serious robot as,Monica,4,neutral,587,5
1997,s bad idea,Joey,4,neutral,587,6
1998,okay if i got charm tomorrow i m wasting anymore guy,Joey,4,neutral,587,7
1999,actually i got little bit saved pheebs,Joey,3,positive,587,8
2000,apparently s million guy out can mac s one robot one guy who control,Joey,6,negative,588,0
2001,i didn t could fired,Joey,6,negative,588,1
2002,s bad idea,Joey,4,neutral,588,3
2003,okay if i got charm tomorrow i m wasting anymore guy,Joey,4,neutral,588,4
2004,actually i got little bit saved pheebs,Joey,3,positive,588,5
2005,joey s charming than,Chandler,4,neutral,588,6
2006,joey s charming than,Chandler,4,neutral,589,0
2007,yeah s i m sleeping side,Monica,5,negative,589,1
2008,pheebs must mistaken because i wouldn t schedule date night plan friend,Joey,6,positive,592,3
2009,joey don t badly,Phoebe,5,negative,592,4
2010,i m gon na,Joey,0,negative,592,5
2011,yeah made guilty goin out girl,Joey,0,negative,592,7
2012,i something terrible,Joey,0,negative,592,8
2013,pheebs re thing,Joey,0,negative,592,9
2014,okay girl night special scientist,Joey,0,negative,592,11
2015,graduated high school,Joey,0,negative,592,13
2016,i don t time convince because s four hour i m gon na,Phoebe,0,negative,592,16
2017,doin i told lobster ravioli,Joey,0,negative,592,21
2018,sorry i late i stuck big dinosaur thing anyway,Ross,4,neutral,593,0
2019,could i forget,Ross,6,positive,593,2
2020,hello susan good shake good shake waiting,Ross,0,negative,593,4
2021,course familiar special situation,Ross,4,neutral,593,7
2022,could i forget,Ross,6,positive,595,1
2023,hello susan good shake good shake waiting,Ross,0,negative,595,2
2024,course familiar special situation,Ross,4,neutral,595,5
2025,ross open cervix,Carol,6,positive,595,10
2026,ross open cervix,Carol,6,positive,596,0
2027,yeah fine fine robbie gon na hour,Barry,4,neutral,597,3
2028,yeah fine fine robbie gon na hour,Barry,4,neutral,598,0
2029,cup yes i plate yes i,Monica,4,neutral,599,0
2030,thank ohhh thank thank coming second,Monica,3,positive,599,1
2031,can one minute,Monica,4,neutral,599,5
2032,s u left field holding ball,Ross,3,positive,600,2
2033,i don t i guess people don t care enough,Monica,4,neutral,600,3
2034,hey s starting snow,Ross,5,negative,600,4
2035,i bet ya ya i could fit,Joey,4,neutral,601,2
2036,i ve got five buck say can t,Chandler,4,neutral,601,3
2037,shoot shoot shoot shoot down good,Joey,3,positive,602,0
2038,hey listen lady whoa,Joey,6,negative,602,4
2039,man ewing nice shot could hit water if standing boat,Lydia,1,negative,602,5
2040,celtic ha could hit boat if wait suck alright,Joey,1,negative,602,8
2041,shut rebuilding year waah,Lydia,0,negative,602,9
2042,wha wha aa father hey father father,Joey,0,negative,602,10
2043,right way pregnant woman goin,Joey,4,neutral,602,13
2044,sweetheart gim gim chance okay again back aruba,Barry,2,negative,603,0
2045,farber got bit emergency jason costalano choking retainer,Bernice,2,negative,603,1
2046,i right bernice,Barry,4,neutral,603,3
2047,please please anywhere okay,Barry,2,negative,603,4
2048,i right bernice,Barry,4,neutral,604,1
2049,please please anywhere okay,Barry,2,negative,604,2
2050,sweating walked out,Rachel,6,negative,604,6
2051,listen honey if i hogging ball jump right couple punch because i telling feel,Rachel,4,neutral,604,7
2052,sweating walked out,Rachel,6,negative,605,3
2053,listen honey if i hogging ball jump right couple punch because i telling feel,Rachel,4,neutral,605,4
2054,yeah i pretty sure i gon na marry,Mindy,3,positive,605,5
2055,talking mindy guy devil satan smock,Rachel,1,negative,605,6
2056,i perfect truth end day i wan na barry farber,Mindy,4,neutral,605,7
2057,i hope can way happy i hope maid honor,Mindy,2,negative,605,9
2058,i hope barry eat aruba,Rachel,5,negative,605,10
2059,listen robert s gon na second will one,Phoebe,4,neutral,606,0
2060,please right time i s watching,Phoebe,2,negative,606,2
2061,please right time i s watching,Phoebe,2,negative,607,0
2062,can t can t guy barely stuff,Chandler,0,negative,607,1
2063,can t can t guy barely stuff,Chandler,0,negative,608,0
2064,s right if s say something complementary,Ross,4,neutral,608,1
2065,s right if s say something complementary,Ross,4,neutral,609,0
2066,ready gym ve got new rock climbing wall can spot,Robert,4,neutral,610,2
2067,i can spot,Phoebe,4,neutral,610,3
2068,okay listen robert,Phoebe,4,neutral,610,5
2069,i don t time,Phoebe,0,negative,611,0
2070,started mine first,Chandler,0,negative,612,2
2071,unit cinderelly lay tile cinderelly,Phoebe,0,negative,612,3
2072,y s fault because couch,Chandler,4,neutral,613,2
2073,s retiling floor,Monica,4,neutral,613,4
2074,yo spackel boy,Chandler,4,neutral,613,5
2075,started will finish,Monica,0,negative,613,6
2076,started mine first,Chandler,0,negative,613,7
2077,y s fault because couch,Chandler,4,neutral,614,0
2078,hey somebody wan na hand one tile,Joey,4,neutral,614,1
2079,chloe finish customer first chloe chloe,Chandler,3,positive,615,0
2080,chloe switch s guy got crush,Issac,4,neutral,615,3
2081,okay hurt u,Chandler,3,positive,615,4
2082,re second thought copying need ll little time,Joey,4,neutral,616,1
2083,re second thought copying need ll little time,Joey,4,neutral,617,0
2084,chloe switch s guy got crush,Issac,4,neutral,617,1
2085,okay hurt u,Chandler,3,positive,618,0
2086,hi guy i haven t seen since morning,Chloe,4,neutral,618,1
2087,hey guy tomorrow night,Chloe,4,neutral,618,3
2088,maybe scare ya,Chloe,4,neutral,618,4
2089,relax s issac s philly should,Chloe,4,neutral,618,5
2090,great i ll ya,Chloe,3,positive,618,6
2091,hey guy tomorrow night,Chloe,4,neutral,619,0
2092,maybe scare ya,Chloe,4,neutral,619,2
2093,relax s issac s philly should,Chloe,4,neutral,619,3
2094,great i ll ya,Chloe,3,positive,619,5
2095,umm candle champagne yeah anniversary great,Ross,3,positive,620,0
2096,cause last forever,Ross,3,positive,620,1
2097,nothing lifetime money bank rachel i broke,Ross,5,negative,620,2
2098,god ross i sorry,Carol,3,positive,620,3
2099,i should probably could free dinner tomorrow night,Carol,4,neutral,620,4
2100,yeah i d,Ross,3,positive,620,5
2101,i guess started rachel got new job,Ross,4,neutral,620,7
2102,because could out fantasy,Monica,3,positive,621,1
2103,junior high one hung out ukrainian kid,Ross,4,neutral,621,4
2104,yeah plus mom used sour cream everything,Monica,4,neutral,621,5
2105,said going two week y,Ross,4,neutral,621,7
2106,i good kisser,Ross,4,neutral,621,11
2107,two can can sneak cockpit thing will heat stewardess come i ve watching porn,Monica,4,neutral,621,12
2108,basically easy script toner possibly can,Supervisor,4,neutral,622,0
2109,okay i can way i,Phoebe,3,positive,622,1
2110,don t trial,Supervisor,4,neutral,622,2
2111,okay umm right hi phoebe empire office supply can i supply manager please,Phoebe,4,neutral,622,3
2112,i m supply manager,Supervisor,4,neutral,622,4
2113,umm okay i would toner need,Phoebe,4,neutral,622,5
2114,kathy kathy hi kathy kathy keep running chandler start chasing theme,Chandler,3,positive,623,0
2115,i wanted say hey,Chandler,3,positive,623,2
2116,hey mon old blouse dress high school,Phoebe,4,neutral,624,0
2117,yeah i i somewhere,Monica,4,neutral,624,1
2118,s maternity clothes expensive,Phoebe,3,positive,624,2
2119,hey rach i made pile stuff side room if could purse,Monica,5,negative,624,3
2120,hey rach i made pile stuff side room if could purse,Monica,5,negative,625,0
2121,god out job,Monica,6,negative,625,2
2122,stuck personal shopping,Rachel,5,negative,625,3
2123,eye closed re cross street good,Chandler,3,positive,627,1
2124,eye closed re cross street good,Chandler,3,positive,628,0
2125,u because i can,Ross,4,neutral,629,1
2126,yeah s catering business,Phoebe,3,positive,629,2
2127,yeah s catering business,Phoebe,3,positive,630,0
2128,i i girl,Joey,4,neutral,630,1
2129,yeah i definitely,Joey,4,neutral,630,3
2130,i i girl,Joey,4,neutral,631,0
2131,right umm re gon na way though,Monica,3,positive,631,1
2132,right umm re gon na way though,Monica,3,positive,632,0
2133,re gon na paint sword replace baguette,Phoebe,4,neutral,633,1
2134,don t rach balded girlfriend,Ross,4,neutral,634,0
2135,right ross s easy somebody else,Rachel,0,negative,634,1
2136,hey re one who ended,Ross,0,negative,634,2
2137,yeah because i,Rachel,4,neutral,634,3
2138,noo nnnnn i wan na back together,Ross,6,positive,634,8
2139,i i don t,Rachel,4,neutral,634,11
2140,ross i can t forgive i can t i i m i i,Rachel,5,negative,634,12
2141,i i don t,Rachel,4,neutral,635,2
2142,ross i can t forgive i can t i i m i i,Rachel,5,negative,635,3
2143,noo i don t care i m i m gon na playing strip poker practice,Chandler,0,negative,635,5
2144,noo i don t care i m i m gon na playing strip poker practice,Chandler,0,negative,636,0
2145,i made card,Joey,5,negative,636,1
2146,wan na strip poker practice,Joey,5,negative,636,3
2147,i i don t,Rachel,4,neutral,637,2
2148,ross i can t forgive i can t i i m i i,Rachel,5,negative,637,3
2149,i made card,Joey,5,negative,637,4
2150,good night i m going upstairs,Rachel,4,neutral,637,5
2151,wan na strip poker practice,Joey,5,negative,637,7
2152,key s stuck lock,Chandler,4,neutral,638,1
2153,i can fix out out,Joey,4,neutral,638,2
2154,isn t incredible monica chandler gettin married,Rachel,3,positive,639,0
2155,i re gon na,Phoebe,3,positive,639,1
2156,i two best friend falling,Rachel,3,positive,639,2
2157,i m happy,Rachel,3,positive,639,4
2158,god definitely jealous,Phoebe,4,neutral,639,6
2159,i i m probably happy maybe jealous i s s nothing,Rachel,4,neutral,639,7
2160,totally i m,Phoebe,3,positive,639,8
2161,hey guy scene chandler,Joey,4,neutral,640,1
2162,wh y who looking ya tennille,Rachel,4,neutral,640,2
2163,guy cooking school i told cilantro everything,Monica,4,neutral,641,0
2164,sure cilantro larry,Phoebe,4,neutral,641,1
2165,i m gon na fill food critic chelsea reporter,Monica,3,positive,641,2
2166,wow monica amazing opportunity dozen people,Monica,3,positive,641,3
2167,could say yes catering business,Phoebe,0,negative,641,4
2168,s one night week plus i out,Monica,4,neutral,641,5
2169,case yay hopping board,Phoebe,3,positive,641,6
2170,i m gon na fill food critic chelsea reporter,Monica,3,positive,642,0
2171,wow monica amazing opportunity dozen people,Monica,3,positive,642,1
2172,s one night week plus i out,Monica,4,neutral,642,2
2173,case yay hopping board,Phoebe,3,positive,643,1
2174,i m gon na fill food critic chelsea reporter,Monica,3,positive,644,0
2175,wow monica amazing opportunity dozen people,Monica,3,positive,644,1
2176,hey guy hey ross quick question ya ready party,Chandler,3,positive,644,3
2177,i can t room i thought i d apologize phone,Chandler,5,negative,645,2
2178,i should kissed girlfriend i m,Chandler,2,negative,645,4
2179,hey hey hey wxrk daily challenge,Voice,3,positive,646,1
2180,name roommate who sorry would anything,Voice,4,neutral,646,3
2181,joseph francis tribbiani home,Phoebe,4,neutral,647,0
2182,umm i s out s wrong,Rachel,3,positive,647,1
2183,i ll rachel karen green i plan joey tonight left note,Phoebe,4,neutral,647,2
2184,pheebs can t got date later big daddy big daddy,Rachel,0,negative,647,3
2185,s nickname trying out,Phoebe,4,neutral,647,4
2186,i don t accept rule,Phoebe,0,negative,647,5
2187,okay i can t way time til someone better,Phoebe,0,negative,647,7
2188,y boyfriend girlfriend life,Phoebe,0,negative,647,8
2189,s nickname trying out,Phoebe,4,neutral,648,0
2190,hey y nickname caught,Ross,3,positive,648,1
2191,phoebe s right rule,Ross,4,neutral,648,2
2192,i don t accept rule,Phoebe,0,negative,648,3
2193,okay i can t way time til someone better,Phoebe,0,negative,648,5
2194,y boyfriend girlfriend life,Phoebe,0,negative,648,6
2195,hey y nickname caught,Ross,3,positive,649,0
2196,hey can cancel plan friend if possibility sex,Joey,0,negative,649,2
2197,phoebe s right rule,Ross,4,neutral,649,3
2198,s joseph francis,Phoebe,3,positive,650,1
2199,middle naming i left note,Joey,6,negative,650,2
2200,doesn t right ditch,Phoebe,0,negative,650,3
2201,hey can cancel plan friend if possibility sex,Joey,0,negative,650,4
2202,i don t accept rule,Phoebe,0,negative,650,5
2203,okay i can t way time til someone better,Phoebe,0,negative,650,7
2204,y boyfriend girlfriend life,Phoebe,0,negative,650,8
2205,light romantic light,Pete,4,neutral,653,0
2206,thing i wanted,Pete,4,neutral,653,2
2207,right i completely forgot,Monica,4,neutral,653,3
2208,i ve lot thinking i life,Pete,4,neutral,653,4
2209,i i ve conquered business world i i ve conquered intellectual world beautiful woman world,Pete,0,negative,653,6
2210,s one thing missing,Pete,5,negative,653,8
2211,s time conquer physical world,Pete,4,neutral,653,10
2212,monica i ultimate fighting champion,Pete,4,neutral,653,12
2213,i ultimate fighting champion s intense physical competition world s banned state,Pete,3,positive,653,14
2214,okay trainer ho chi teaching combination gee koon doe brazilian street fighting i ve octagon training ring designed,Pete,4,neutral,653,16
2215,i suppose used ring designer,Monica,3,positive,653,17
2216,monica i front row i,Pete,3,positive,653,19
2217,i close enough smell blood,Pete,3,positive,653,20
2218,parent will happy,Monica,1,negative,653,22
2219,yeah eat whatever roger got beeped again,Monica,4,neutral,654,1
2220,yeah i guess who beeped,Chandler,4,neutral,654,2
2221,i m ruptured spleen,Chandler,5,negative,654,4
2222,because shouldn t should,Chandler,5,negative,654,6
2223,talking roger killing,Chandler,5,negative,654,8
2224,thing last night don t,Chandler,4,neutral,654,9
2225,two woman morning y i lying i couldn t wait hang out friend i y friend,Chandler,4,neutral,654,11
2226,i probably don t out y because i joke i ve serious relationship i guess i m technically,Chandler,5,negative,654,13
2227,one woman wasn t,Monica,4,neutral,654,14
2228,hey can pick left off,Phoebe,3,positive,655,2
2229,i don t i m pretty tired out afternoon,Eric,4,neutral,655,3
2230,didn t sex,Phoebe,6,positive,655,8
2231,if i didn t sex i sex someone looked awful lot,Eric,4,neutral,655,9
2232,ew ew ew ew ew ew,Phoebe,1,negative,655,10
2233,god stu can t absolutely sure s hooker,Monica,1,negative,656,0
2234,s best expensive date i,Stu,6,negative,656,1
2235,i m mother,Phoebe Sr.,4,neutral,657,0
2236,monica joked wouldn t out guy chandler,Joey,4,neutral,658,1
2237,couldn t i don t happened,Joey,4,neutral,658,2
2238,ross s new girlfriend bonnie show rachel convinced save head,Joey,4,neutral,658,3
2239,ross rachel kiss ross choose rachel bald girl i don t happened,Joey,4,neutral,658,4
2240,monica joked wouldn t out guy chandler,Joey,4,neutral,659,0
2241,couldn t i don t happened,Joey,4,neutral,659,2
2242,ross s new girlfriend bonnie show rachel convinced save head,Joey,4,neutral,659,3
2243,ross rachel kiss ross choose rachel bald girl i don t happened,Joey,4,neutral,659,4
2244,yeah i lied,Phoebe,5,negative,660,0
2245,s risky little game,Rachel,6,negative,660,3
2246,yeah i m gon na baby i m gon na baby i m gon na baby,Rachel,3,positive,660,4
2247,s risky little game,Rachel,6,negative,661,2
2248,yeah i m gon na baby i m gon na baby i m gon na baby,Rachel,3,positive,661,4
2249,said i boring ohh,Phoebe,0,negative,663,0
2250,i say boring,Ross,4,neutral,663,1
2251,god i playing chess,Phoebe,6,positive,663,2
2252,yes time frozen lake,Phoebe,4,neutral,663,5
2253,playing chess said i boring took off energy mask cameron diaz,Phoebe,0,negative,663,6
2254,right i m leaving,Jill,0,negative,664,0
2255,because i m going one day someone whose out sabotage,Jill,0,negative,664,1
2256,yeah i got,Rachel,4,neutral,664,3
2257,i throw say gay,Jill,0,negative,664,4
2258,right i m leaving,Jill,0,negative,665,0
2259,because i m going one day someone whose out sabotage,Jill,0,negative,665,1
2260,i throw say gay,Jill,0,negative,665,3
2261,right i m leaving,Jill,0,negative,666,0
2262,because i m going one day someone whose out sabotage,Jill,0,negative,666,1
2263,can t jill s gone i can t i opened gate,Chandler,5,negative,667,1
2264,ridiculous should packing,Rachel,0,negative,668,1
2265,great monica s moving,Rachel,3,positive,668,2
2266,ridiculous should packing,Rachel,0,negative,669,0
2267,great monica s moving,Rachel,3,positive,669,2
2268,okay guy guy i i s going okay guy,Phoebe,4,neutral,669,4
2269,yeah i m mad,Rachel,0,negative,669,6
2270,okay guy guy i i s going okay guy,Phoebe,4,neutral,670,0
2271,phoebe i mad,Monica,0,negative,670,1
2272,great wow yeah s comfortable,Joshua,3,positive,671,2
2273,right talking london,Chandler,4,neutral,672,1
2274,cause i pregnant stuff bum out,Phoebe,5,negative,672,4
2275,cause i pregnant stuff bum out,Phoebe,5,negative,673,2
